2025-12-07 20:58:41,218 INFO     PLC connection established
2025-12-07 20:58:41,220 INFO     PLC controller verification loop started
2025-12-07 20:58:41,220 INFO     Start one around verification.
2025-12-07 20:58:51,223 INFO     Random generated input: [0, 1, 1, 1, 1, 0, 1, 1]
2025-12-07 20:58:51,223 INFO     Expected output: [False, False, True, True, False, True, True, False]
2025-12-07 20:58:53,132 INFO     Get PLC result: [False, False, True, True, False, True, True, False]
2025-12-07 20:58:53,132 INFO     Start one around verification.
2025-12-07 20:59:03,138 INFO     Random generated input: [1, 0, 1, 0, 0, 1, 1, 1]
2025-12-07 20:59:03,139 INFO     Expected output: [True, True, False, True, False, False, False, True]
2025-12-07 20:59:05,035 INFO     Get PLC result: [True, True, False, True, False, False, False, True]
2025-12-07 20:59:05,035 INFO     Start one around verification.
2025-12-07 20:59:15,035 INFO     Random generated input: [0, 0, 0, 0, 0, 0, 1, 0]
2025-12-07 20:59:15,036 INFO     Expected output: [False, True, False, True, True, True, True, False]
2025-12-07 20:59:16,927 INFO     Get PLC result: [False, True, False, True, True, True, True, False]
2025-12-07 20:59:16,927 INFO     Start one around verification.
2025-12-07 20:59:26,938 INFO     Random generated input: [1, 1, 1, 0, 0, 0, 0, 1]
2025-12-07 20:59:26,938 INFO     Expected output: [True, False, False, False, True, False, False, False]
2025-12-07 20:59:28,844 INFO     Get PLC result: [True, False, False, False, True, False, False, False]
2025-12-07 20:59:28,844 INFO     Start one around verification.
2025-12-07 20:59:38,858 INFO     Random generated input: [0, 1, 1, 0, 0, 1, 0, 0]
2025-12-07 20:59:38,858 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 20:59:40,768 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 20:59:40,768 INFO     Start one around verification.
2025-12-07 20:59:50,769 INFO     Random generated input: [0, 1, 1, 1, 0, 0, 0, 0]
2025-12-07 20:59:50,769 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 20:59:52,667 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 20:59:52,667 INFO     Start one around verification.
2025-12-07 21:00:02,672 INFO     Random generated input: [0, 0, 0, 1, 1, 1, 0, 0]
2025-12-07 21:00:02,672 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 21:00:04,571 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 21:00:04,571 INFO     Start one around verification.
2025-12-07 21:00:14,579 INFO     Random generated input: [0, 0, 0, 0, 0, 0, 1, 1]
2025-12-07 21:00:14,579 INFO     Expected output: [False, True, False, True, True, True, False, False]
2025-12-07 21:00:16,460 INFO     Get PLC result: [False, True, False, True, True, True, False, False]
2025-12-07 21:00:16,460 INFO     Start one around verification.
2025-12-07 21:00:26,469 INFO     Random generated input: [0, 0, 0, 0, 1, 0, 0, 0]
2025-12-07 21:00:26,469 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-07 21:00:28,370 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-07 21:00:28,370 INFO     Start one around verification.
2025-12-07 21:00:38,374 INFO     Random generated input: [0, 1, 0, 1, 0, 1, 1, 0]
2025-12-07 21:00:38,374 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-07 21:00:40,267 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-07 21:00:40,267 INFO     Start one around verification.
2025-12-07 21:00:50,268 INFO     Random generated input: [1, 0, 0, 1, 1, 1, 1, 1]
2025-12-07 21:00:50,268 INFO     Expected output: [True, True, False, True, False, False, True, True]
2025-12-07 21:00:52,168 INFO     Get PLC result: [True, True, False, True, False, False, True, True]
2025-12-07 21:00:52,168 INFO     Start one around verification.
2025-12-07 21:01:02,169 INFO     Random generated input: [0, 0, 1, 1, 1, 0, 0, 0]
2025-12-07 21:01:02,169 INFO     Expected output: [False, True, True, True, False, False, True, False]
2025-12-07 21:01:04,069 INFO     Get PLC result: [False, True, True, True, False, False, True, False]
2025-12-07 21:01:04,069 INFO     Start one around verification.
2025-12-07 21:01:14,080 INFO     Random generated input: [0, 0, 0, 0, 1, 1, 1, 1]
2025-12-07 21:01:14,080 INFO     Expected output: [False, True, False, True, False, True, False, True]
2025-12-07 21:01:15,977 INFO     Get PLC result: [False, True, False, True, False, True, False, True]
2025-12-07 21:01:15,977 INFO     Start one around verification.
2025-12-07 21:01:25,980 INFO     Random generated input: [0, 1, 1, 1, 0, 0, 0, 0]
2025-12-07 21:01:25,980 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 21:01:27,884 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 21:01:27,884 INFO     Start one around verification.
2025-12-07 21:01:37,894 INFO     Random generated input: [0, 1, 1, 1, 1, 0, 0, 1]
2025-12-07 21:01:37,894 INFO     Expected output: [False, False, True, True, False, False, True, False]
2025-12-07 21:01:39,795 INFO     Get PLC result: [False, False, True, True, False, False, True, False]
2025-12-07 21:01:39,795 INFO     Start one around verification.
2025-12-07 21:01:49,801 INFO     Random generated input: [0, 0, 1, 1, 0, 1, 1, 1]
2025-12-07 21:01:49,801 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-07 21:01:51,701 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-07 21:01:51,701 INFO     Start one around verification.
