2025-12-07 10:57:10,589 INFO     PLC connection established
2025-12-07 10:57:10,590 INFO     PLC controller verification loop started
2025-12-07 10:57:10,590 INFO     Start one around verification.
2025-12-07 10:57:20,604 INFO     Random generated input: [1, 1, 0, 0, 0, 1, 1, 1]
2025-12-07 10:57:20,604 INFO     Expected output: [True, False, False, True, False, False, False, True]
2025-12-07 10:57:22,491 INFO     Get PLC result: [True, False, False, True, False, False, False, True]
2025-12-07 10:57:22,492 INFO     Start one around verification.
2025-12-07 10:57:32,502 INFO     Random generated input: [1, 1, 0, 1, 1, 1, 0, 0]
2025-12-07 10:57:32,504 INFO     Expected output: [False, False, False, False, False, False, True, True]
2025-12-07 10:57:34,393 INFO     Get PLC result: [False, False, False, False, False, False, True, True]
2025-12-07 10:57:34,394 INFO     Start one around verification.
2025-12-07 10:57:44,409 INFO     Random generated input: [1, 0, 0, 1, 0, 0, 1, 0]
2025-12-07 10:57:44,409 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-07 10:57:46,292 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-07 10:57:46,293 INFO     Start one around verification.
2025-12-07 10:57:56,302 INFO     Random generated input: [0, 1, 0, 0, 0, 1, 0, 1]
2025-12-07 10:57:56,302 INFO     Expected output: [False, False, False, True, False, False, False, True]
2025-12-07 10:57:58,192 INFO     Get PLC result: [False, False, False, True, False, False, False, True]
2025-12-07 10:57:58,192 INFO     Start one around verification.
2025-12-07 10:58:08,204 INFO     Random generated input: [1, 0, 1, 0, 1, 1, 1, 0]
2025-12-07 10:58:08,204 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 10:58:10,108 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 10:58:10,109 INFO     Start one around verification.
2025-12-07 10:58:20,111 INFO     Random generated input: [0, 0, 0, 0, 1, 0, 0, 1]
2025-12-07 10:58:20,111 INFO     Expected output: [False, True, False, True, False, False, False, False]
2025-12-07 10:58:22,011 INFO     Get PLC result: [False, True, False, True, False, False, False, False]
2025-12-07 10:58:22,012 INFO     Start one around verification.
2025-12-07 10:58:32,014 INFO     Random generated input: [0, 0, 1, 1, 0, 1, 1, 0]
2025-12-07 10:58:32,014 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-07 10:58:33,920 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-07 10:58:33,921 INFO     Start one around verification.
2025-12-07 10:58:43,927 INFO     Random generated input: [1, 1, 1, 0, 1, 0, 1, 0]
2025-12-07 10:58:43,927 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-07 10:58:45,815 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-07 10:58:45,815 INFO     Start one around verification.
2025-12-07 10:58:55,827 INFO     Random generated input: [0, 0, 1, 0, 1, 0, 0, 0]
2025-12-07 10:58:55,827 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-07 10:58:57,724 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-07 10:58:57,725 INFO     Start one around verification.
2025-12-07 10:59:07,727 INFO     Random generated input: [1, 1, 1, 1, 0, 0, 1, 0]
2025-12-07 10:59:07,727 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 10:59:09,627 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 10:59:09,627 INFO     Start one around verification.
2025-12-07 10:59:19,631 INFO     Random generated input: [1, 0, 1, 1, 1, 0, 0, 0]
2025-12-07 10:59:19,631 INFO     Expected output: [False, True, True, False, False, False, True, False]
2025-12-07 10:59:21,530 INFO     Get PLC result: [False, True, True, False, False, False, True, False]
2025-12-07 10:59:21,530 INFO     Start one around verification.
2025-12-07 10:59:31,540 INFO     Random generated input: [1, 0, 0, 1, 1, 0, 1, 0]
2025-12-07 10:59:31,540 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-07 10:59:33,442 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-07 10:59:33,443 INFO     Start one around verification.
2025-12-07 10:59:43,456 INFO     Random generated input: [0, 1, 1, 0, 0, 1, 0, 0]
2025-12-07 10:59:43,456 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 10:59:45,346 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 10:59:45,347 INFO     Start one around verification.
2025-12-07 10:59:55,352 INFO     Random generated input: [0, 1, 1, 1, 0, 1, 0, 1]
2025-12-07 10:59:55,352 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 10:59:57,246 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 10:59:57,247 INFO     Start one around verification.
2025-12-07 11:00:07,247 INFO     Random generated input: [0, 0, 1, 1, 1, 0, 0, 0]
2025-12-07 11:00:07,247 INFO     Expected output: [False, True, True, True, False, False, True, False]
2025-12-07 11:00:09,131 INFO     Get PLC result: [False, True, True, True, False, False, True, False]
2025-12-07 11:00:09,132 INFO     Start one around verification.
2025-12-07 11:00:19,144 INFO     Random generated input: [1, 0, 1, 1, 1, 1, 1, 0]
2025-12-07 11:00:19,144 INFO     Expected output: [False, True, True, True, False, False, True, True]
2025-12-07 11:00:21,035 INFO     Get PLC result: [False, True, True, True, False, False, True, True]
2025-12-07 11:00:21,036 INFO     Start one around verification.
2025-12-07 11:00:31,047 INFO     Random generated input: [1, 1, 0, 1, 0, 1, 1, 0]
2025-12-07 11:00:31,047 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 11:00:32,936 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 11:00:32,937 INFO     Start one around verification.
2025-12-07 11:00:42,945 INFO     Random generated input: [1, 1, 1, 0, 1, 1, 0, 0]
2025-12-07 11:00:42,945 INFO     Expected output: [False, False, False, False, False, False, True, True]
2025-12-07 11:00:44,831 INFO     Get PLC result: [False, False, False, False, False, False, True, True]
2025-12-07 11:00:44,832 INFO     Start one around verification.
2025-12-07 11:00:54,845 INFO     Random generated input: [0, 1, 0, 0, 0, 1, 0, 0]
2025-12-07 11:00:54,845 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 11:00:56,741 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 11:00:56,742 INFO     Start one around verification.
2025-12-07 11:01:06,753 INFO     Random generated input: [1, 0, 0, 0, 0, 1, 1, 0]
2025-12-07 11:01:06,753 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 11:01:08,656 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 11:01:08,657 INFO     Start one around verification.
2025-12-07 11:01:18,659 INFO     Random generated input: [0, 1, 1, 1, 1, 1, 1, 0]
2025-12-07 11:01:18,659 INFO     Expected output: [False, False, True, True, False, True, True, True]
2025-12-07 11:01:20,562 INFO     Get PLC result: [False, False, True, True, False, True, True, True]
2025-12-07 11:01:20,563 INFO     Start one around verification.
2025-12-07 11:01:30,571 INFO     Random generated input: [0, 0, 1, 1, 1, 0, 0, 1]
2025-12-07 11:01:30,571 INFO     Expected output: [False, True, True, True, False, False, True, False]
2025-12-07 11:01:32,463 INFO     Get PLC result: [False, True, True, True, False, False, True, False]
2025-12-07 11:01:32,464 INFO     Start one around verification.
2025-12-07 11:01:42,475 INFO     Random generated input: [1, 0, 1, 0, 1, 0, 0, 0]
