2025-12-07 13:23:02,950 INFO     PLC controller Controller01 Inited
2025-12-07 13:24:36,874 INFO     Random generate input: [True, True, True, True, True, False, True, False]
2025-12-07 13:24:36,874 INFO     Expected output: [False, False, True, True, False, False, True, False]
2025-12-07 13:24:38,917 INFO     Get PLC result: [False, False, True, True, False, False, True, False]
2025-12-07 13:24:38,918 INFO     Start one around verification.
2025-12-07 13:24:48,921 INFO     Random generate input: [True, False, False, True, True, True, False, True]
2025-12-07 13:24:48,921 INFO     Expected output: [True, True, False, False, False, False, True, True]
2025-12-07 13:24:50,957 INFO     Get PLC result: [True, True, False, False, False, False, True, True]
2025-12-07 13:24:50,957 INFO     Start one around verification.
2025-12-07 13:25:00,966 INFO     Random generate input: [False, True, True, False, True, True, False, False]
2025-12-07 13:25:00,966 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 13:25:03,031 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 13:25:03,032 INFO     Start one around verification.
2025-12-07 13:25:13,037 INFO     Random generate input: [False, True, False, False, True, True, False, False]
2025-12-07 13:25:13,037 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 13:25:15,098 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 13:25:15,098 INFO     Start one around verification.
2025-12-07 13:25:25,113 INFO     Random generate input: [True, True, True, False, True, False, False, True]
2025-12-07 13:25:25,113 INFO     Expected output: [True, False, False, False, False, False, False, False]
2025-12-07 13:25:27,173 INFO     Get PLC result: [True, False, False, False, False, False, False, False]
2025-12-07 13:25:27,173 INFO     Start one around verification.
2025-12-07 13:25:37,181 INFO     Random generate input: [True, True, False, False, True, True, True, True]
2025-12-07 13:25:37,181 INFO     Expected output: [True, False, False, True, False, False, False, True]
2025-12-07 13:25:39,241 INFO     Get PLC result: [True, False, False, True, False, False, False, True]
2025-12-07 13:25:39,241 INFO     Start one around verification.
2025-12-07 13:25:49,254 INFO     Random generate input: [True, True, False, False, True, True, True, False]
2025-12-07 13:25:49,254 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 13:25:51,323 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 13:25:51,323 INFO     Start one around verification.
2025-12-07 13:26:01,326 INFO     Random generate input: [False, True, True, True, False, False, True, False]
2025-12-07 13:26:01,326 INFO     Expected output: [False, False, False, True, True, True, True, False]
2025-12-07 13:26:03,379 INFO     Get PLC result: [False, False, False, True, True, True, True, False]
2025-12-07 13:26:03,381 INFO     Start one around verification.
2025-12-07 13:26:13,387 INFO     Random generate input: [False, False, True, False, False, False, False, True]
2025-12-07 13:26:13,388 INFO     Expected output: [False, True, False, True, True, False, False, False]
2025-12-07 13:26:15,443 INFO     Get PLC result: [False, True, False, True, True, False, False, False]
2025-12-07 13:26:15,443 INFO     Start one around verification.
2025-12-07 13:26:25,458 INFO     Random generate input: [True, True, False, False, False, True, False, False]
2025-12-07 13:26:25,459 INFO     Expected output: [False, False, False, False, False, False, True, True]
2025-12-07 13:26:27,513 INFO     Get PLC result: [False, False, False, False, False, False, True, True]
2025-12-07 13:26:27,513 INFO     Start one around verification.
2025-12-07 13:26:37,518 INFO     Random generate input: [True, True, True, True, True, True, False, True]
2025-12-07 13:26:37,518 INFO     Expected output: [True, False, True, False, False, False, True, True]
2025-12-07 13:26:39,580 INFO     Get PLC result: [True, False, True, False, False, False, True, True]
2025-12-07 13:26:39,580 INFO     Start one around verification.
2025-12-07 13:26:49,589 INFO     Random generate input: [False, False, True, True, False, True, False, True]
2025-12-07 13:26:49,590 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 13:26:51,661 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 13:26:51,661 INFO     Start one around verification.
2025-12-07 13:27:01,664 INFO     Random generate input: [False, True, False, False, False, False, False, False]
2025-12-07 13:27:01,664 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 13:27:03,708 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 13:27:03,709 INFO     Start one around verification.
2025-12-07 13:27:13,718 INFO     Random generate input: [False, True, False, False, False, False, False, False]
2025-12-07 13:27:13,718 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 13:27:15,781 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 13:27:15,781 INFO     Start one around verification.
2025-12-07 13:27:25,791 INFO     Random generate input: [True, False, False, True, False, False, False, False]
2025-12-07 13:27:25,791 INFO     Expected output: [False, True, False, False, True, False, True, False]
2025-12-07 13:27:27,854 INFO     Get PLC result: [False, True, False, False, True, False, True, False]
2025-12-07 13:27:27,854 INFO     Start one around verification.
2025-12-07 13:27:37,869 INFO     Random generate input: [False, True, False, False, True, False, False, False]
2025-12-07 13:27:37,870 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-07 13:27:39,933 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-07 13:27:39,934 INFO     Start one around verification.
2025-12-07 13:27:49,947 INFO     Random generate input: [True, True, True, False, False, False, False, False]
2025-12-07 13:27:49,948 INFO     Expected output: [False, False, False, False, True, False, True, False]
2025-12-07 13:27:52,004 INFO     Get PLC result: [False, False, False, False, True, False, True, False]
2025-12-07 13:27:52,005 INFO     Start one around verification.
2025-12-07 13:28:02,020 INFO     Random generate input: [True, True, True, False, False, True, False, True]
2025-12-07 13:28:02,020 INFO     Expected output: [True, False, False, False, False, False, False, True]
2025-12-07 13:28:04,074 INFO     Get PLC result: [True, False, False, False, False, False, False, True]
2025-12-07 13:28:04,075 INFO     Start one around verification.
2025-12-07 13:28:14,089 INFO     Random generate input: [False, False, False, False, False, False, False, True]
2025-12-07 13:28:14,089 INFO     Expected output: [False, True, False, True, True, False, False, False]
2025-12-07 13:28:16,157 INFO     Get PLC result: [False, True, False, True, True, False, False, False]
2025-12-07 13:28:16,158 INFO     Start one around verification.
2025-12-07 13:28:26,160 INFO     Random generate input: [True, True, False, True, False, False, False, True]
2025-12-07 13:28:26,161 INFO     Expected output: [True, False, False, False, True, False, True, False]
2025-12-07 13:28:28,213 INFO     Get PLC result: [True, False, False, False, True, False, True, False]
2025-12-07 13:28:28,213 INFO     Start one around verification.
2025-12-07 13:28:38,218 INFO     Random generate input: [False, False, True, True, True, True, True, True]
2025-12-07 13:28:38,218 INFO     Expected output: [False, True, True, True, False, True, True, True]
2025-12-07 13:28:40,283 INFO     Get PLC result: [False, True, True, True, False, True, True, True]
2025-12-07 13:28:40,283 INFO     Start one around verification.
2025-12-07 13:28:50,285 INFO     Random generate input: [True, False, False, True, True, True, True, True]
2025-12-07 13:28:50,285 INFO     Expected output: [True, True, False, True, False, False, True, True]
2025-12-07 13:28:52,319 INFO     Get PLC result: [True, True, False, True, False, False, True, True]
2025-12-07 13:28:52,319 INFO     Start one around verification.
2025-12-07 13:29:02,329 INFO     Random generate input: [True, True, False, False, True, False, True, True]
2025-12-07 13:29:02,329 INFO     Expected output: [True, False, False, True, False, False, False, False]
2025-12-07 13:29:04,381 INFO     Get PLC result: [True, False, False, True, False, False, False, False]
2025-12-07 13:29:04,381 INFO     Start one around verification.
2025-12-07 13:29:14,396 INFO     Random generate input: [False, False, False, False, False, True, False, True]
2025-12-07 13:29:14,396 INFO     Expected output: [False, True, False, True, False, False, False, True]
2025-12-07 13:29:16,458 INFO     Get PLC result: [False, True, False, True, False, False, False, True]
2025-12-07 13:29:16,458 INFO     Start one around verification.
2025-12-07 13:29:26,471 INFO     Random generate input: [True, True, True, False, False, False, True, True]
2025-12-07 13:29:26,471 INFO     Expected output: [True, False, False, True, True, False, False, False]
2025-12-07 13:29:28,526 INFO     Get PLC result: [True, False, False, True, True, False, False, False]
2025-12-07 13:29:28,526 INFO     Start one around verification.
2025-12-07 13:29:38,530 INFO     Random generate input: [False, True, True, True, True, True, True, True]
2025-12-07 13:29:38,530 INFO     Expected output: [False, False, True, True, False, True, True, True]
2025-12-07 13:29:40,595 INFO     Get PLC result: [False, False, True, True, False, True, True, True]
2025-12-07 13:29:40,596 INFO     Start one around verification.
2025-12-07 13:29:50,602 INFO     Random generate input: [True, False, True, False, True, True, True, True]
2025-12-07 13:29:50,602 INFO     Expected output: [True, True, False, True, False, False, False, True]
2025-12-07 13:29:52,653 INFO     Get PLC result: [True, True, False, True, False, False, False, True]
2025-12-07 13:29:52,654 INFO     Start one around verification.
2025-12-07 13:30:02,668 INFO     Random generate input: [True, True, True, True, True, True, True, True]
2025-12-07 13:30:02,669 INFO     Expected output: [True, False, True, True, False, False, True, True]
2025-12-07 13:30:04,715 INFO     Get PLC result: [True, False, True, True, False, False, True, True]
2025-12-07 13:30:04,716 INFO     Start one around verification.
2025-12-07 13:30:14,723 INFO     Random generate input: [False, True, False, True, True, False, True, True]
2025-12-07 13:30:14,724 INFO     Expected output: [False, False, False, True, False, True, True, False]
2025-12-07 13:30:16,772 INFO     Get PLC result: [False, False, False, True, False, True, True, False]
2025-12-07 13:30:16,773 INFO     Start one around verification.
2025-12-07 13:30:26,777 INFO     Random generate input: [False, False, True, False, False, True, False, False]
2025-12-07 13:30:26,777 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 13:30:28,830 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 13:30:28,831 INFO     Start one around verification.
2025-12-07 13:30:38,837 INFO     Random generate input: [False, False, False, True, False, False, True, False]
2025-12-07 13:30:38,837 INFO     Expected output: [False, True, False, True, True, True, True, False]
2025-12-07 13:30:40,895 INFO     Get PLC result: [False, True, False, True, True, True, True, False]
2025-12-07 13:30:40,895 INFO     Start one around verification.
2025-12-07 13:30:50,903 INFO     Random generate input: [False, True, True, False, False, True, True, False]
2025-12-07 13:30:50,903 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-07 13:30:52,956 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-07 13:30:52,956 INFO     Start one around verification.
2025-12-07 13:31:02,958 INFO     Random generate input: [True, False, False, True, True, True, False, True]
2025-12-07 13:31:02,959 INFO     Expected output: [True, True, False, False, False, False, True, True]
2025-12-07 13:31:05,013 INFO     Get PLC result: [True, True, False, False, False, False, True, True]
2025-12-07 13:31:05,013 INFO     Start one around verification.
2025-12-07 13:31:15,022 INFO     Random generate input: [False, False, True, False, False, True, False, True]
2025-12-07 13:31:15,022 INFO     Expected output: [False, True, False, True, False, False, False, True]
2025-12-07 13:31:17,072 INFO     Get PLC result: [False, True, False, True, False, False, False, True]
2025-12-07 13:31:17,072 INFO     Start one around verification.
2025-12-07 13:31:27,085 INFO     Random generate input: [True, False, True, True, False, True, True, True]
2025-12-07 13:31:27,085 INFO     Expected output: [True, True, False, True, False, False, True, True]
2025-12-07 13:31:29,137 INFO     Get PLC result: [True, True, False, True, False, False, True, True]
2025-12-07 13:31:29,138 INFO     Start one around verification.
2025-12-07 13:31:39,143 INFO     Random generate input: [False, False, False, True, False, False, True, True]
2025-12-07 13:31:39,143 INFO     Expected output: [False, True, False, True, True, True, True, False]
2025-12-07 13:31:41,201 INFO     Get PLC result: [False, True, False, True, True, True, True, False]
2025-12-07 13:31:41,201 INFO     Start one around verification.
2025-12-07 13:31:51,211 INFO     Random generate input: [False, True, False, False, True, False, False, False]
2025-12-07 13:31:51,211 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-07 13:31:53,266 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-07 13:31:53,266 INFO     Start one around verification.
2025-12-07 13:32:03,281 INFO     Random generate input: [True, False, False, True, True, True, True, False]
2025-12-07 13:32:03,281 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 13:32:05,340 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 13:32:05,340 INFO     Start one around verification.
2025-12-07 13:32:15,342 INFO     Random generate input: [False, False, False, False, True, False, True, True]
2025-12-07 13:32:15,342 INFO     Expected output: [False, True, False, True, False, True, False, False]
2025-12-07 13:32:17,391 INFO     Get PLC result: [False, True, False, True, False, True, False, False]
2025-12-07 13:32:17,391 INFO     Start one around verification.
2025-12-07 13:32:27,397 INFO     Random generate input: [False, False, True, False, False, False, False, True]
2025-12-07 13:32:27,398 INFO     Expected output: [False, True, False, True, True, False, False, False]
2025-12-07 13:32:29,436 INFO     Get PLC result: [False, True, False, True, True, False, False, False]
2025-12-07 13:32:29,436 INFO     Start one around verification.
2025-12-07 13:32:39,452 INFO     Random generate input: [False, False, False, True, True, True, True, False]
2025-12-07 13:32:39,452 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-07 13:32:41,502 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-07 13:32:41,502 INFO     Start one around verification.
2025-12-07 13:32:51,502 INFO     Random generate input: [False, False, False, False, False, True, True, True]
2025-12-07 13:32:51,502 INFO     Expected output: [False, True, False, True, False, True, False, True]
2025-12-07 13:32:53,566 INFO     Get PLC result: [False, True, False, True, False, True, False, True]
2025-12-07 13:32:53,566 INFO     Start one around verification.
2025-12-07 13:33:03,577 INFO     Random generate input: [False, False, True, True, True, False, False, False]
2025-12-07 13:33:03,578 INFO     Expected output: [False, True, True, True, False, False, True, False]
2025-12-07 13:33:05,403 INFO     Get PLC result: [False, True, True, True, False, False, True, False]
2025-12-07 13:33:05,403 INFO     Start one around verification.
2025-12-07 13:33:15,404 INFO     Random generate input: [False, False, False, True, True, False, False, False]
2025-12-07 13:33:15,405 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-07 13:33:17,232 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-07 13:33:17,232 INFO     Start one around verification.
2025-12-07 13:33:27,234 INFO     Random generate input: [True, False, True, True, True, False, False, False]
2025-12-07 13:33:27,234 INFO     Expected output: [False, True, True, False, False, False, True, False]
2025-12-07 13:33:29,061 INFO     Get PLC result: [False, True, True, False, False, False, True, False]
2025-12-07 13:33:29,061 INFO     Start one around verification.
2025-12-07 13:33:39,063 INFO     Random generate input: [True, False, False, True, True, True, False, False]
2025-12-07 13:33:39,064 INFO     Expected output: [False, True, False, False, False, False, True, True]
2025-12-07 13:33:40,891 INFO     Get PLC result: [False, True, False, False, False, False, True, True]
2025-12-07 13:33:40,891 INFO     Start one around verification.
2025-12-07 13:33:50,892 INFO     Random generate input: [True, False, True, True, False, False, False, False]
2025-12-07 13:33:50,892 INFO     Expected output: [False, True, False, False, True, False, True, False]
2025-12-07 13:33:52,720 INFO     Get PLC result: [False, True, False, False, True, False, True, False]
2025-12-07 13:33:52,720 INFO     Start one around verification.
2025-12-07 13:34:02,722 INFO     Random generate input: [False, False, False, False, True, False, True, False]
2025-12-07 13:34:02,722 INFO     Expected output: [False, True, False, True, False, True, True, False]
2025-12-07 13:34:04,547 INFO     Get PLC result: [False, True, False, True, False, True, True, False]
2025-12-07 13:34:04,549 INFO     Start one around verification.
2025-12-07 13:34:14,551 INFO     Random generate input: [False, False, True, False, False, True, False, True]
2025-12-07 13:34:14,551 INFO     Expected output: [False, True, False, True, False, False, False, True]
2025-12-07 13:34:16,382 INFO     Get PLC result: [False, True, False, True, False, False, False, True]
2025-12-07 13:34:16,383 INFO     Start one around verification.
2025-12-07 13:34:26,384 INFO     Random generate input: [True, True, True, False, True, False, False, False]
2025-12-07 13:34:26,384 INFO     Expected output: [False, False, False, False, False, False, True, False]
2025-12-07 13:34:28,375 INFO     Get PLC result: [False, False, False, False, False, False, True, False]
2025-12-07 13:34:28,375 INFO     Start one around verification.
2025-12-07 13:34:38,381 INFO     Random generate input: [False, True, True, False, True, True, False, False]
2025-12-07 13:34:38,381 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 13:34:40,431 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 13:34:40,431 INFO     Start one around verification.
2025-12-07 13:34:50,435 INFO     Random generate input: [False, True, True, False, True, False, True, False]
2025-12-07 13:34:50,435 INFO     Expected output: [False, False, False, True, False, True, True, False]
2025-12-07 13:34:52,465 INFO     Get PLC result: [False, False, False, True, False, True, True, False]
2025-12-07 13:34:52,465 INFO     Start one around verification.
2025-12-07 13:35:02,474 INFO     Random generate input: [False, False, False, False, True, True, False, True]
2025-12-07 13:35:02,474 INFO     Expected output: [False, True, False, True, False, False, False, True]
2025-12-07 13:35:04,528 INFO     Get PLC result: [False, True, False, True, False, False, False, True]
2025-12-07 13:35:04,528 INFO     Start one around verification.
2025-12-07 13:35:14,538 INFO     Random generate input: [False, True, True, True, True, True, False, False]
2025-12-07 13:35:14,538 INFO     Expected output: [False, False, True, True, False, False, True, True]
2025-12-07 13:35:16,590 INFO     Get PLC result: [False, False, True, True, False, False, True, True]
2025-12-07 13:35:16,590 INFO     Start one around verification.
2025-12-07 13:35:26,602 INFO     Random generate input: [True, True, False, True, True, True, False, True]
2025-12-07 13:35:26,602 INFO     Expected output: [True, False, False, False, False, False, True, True]
2025-12-07 13:35:28,626 INFO     Get PLC result: [True, False, False, False, False, False, True, True]
2025-12-07 13:35:28,627 INFO     Start one around verification.
2025-12-07 13:35:38,633 INFO     Random generate input: [True, True, True, False, True, True, True, True]
2025-12-07 13:35:38,633 INFO     Expected output: [True, False, False, True, False, False, False, True]
2025-12-07 13:35:40,681 INFO     Get PLC result: [True, False, False, True, False, False, False, True]
2025-12-07 13:35:40,681 INFO     Start one around verification.
2025-12-07 13:35:50,687 INFO     Random generate input: [True, False, True, False, False, True, False, False]
2025-12-07 13:35:50,688 INFO     Expected output: [False, True, False, False, False, False, True, True]
2025-12-07 13:35:52,736 INFO     Get PLC result: [False, True, False, False, False, False, True, True]
2025-12-07 13:35:52,736 INFO     Start one around verification.
2025-12-07 13:36:02,746 INFO     Random generate input: [False, True, False, True, False, False, False, False]
2025-12-07 13:36:02,746 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 13:36:04,790 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 13:36:04,791 INFO     Start one around verification.
2025-12-07 13:36:14,795 INFO     Random generate input: [True, True, False, False, True, True, True, False]
2025-12-07 13:36:14,796 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 13:36:16,849 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 13:36:16,850 INFO     Start one around verification.
2025-12-07 13:36:26,865 INFO     Random generate input: [False, True, True, False, True, True, False, True]
2025-12-07 13:36:26,865 INFO     Expected output: [False, False, False, True, False, False, False, True]
2025-12-07 13:36:28,907 INFO     Get PLC result: [False, False, False, True, False, False, False, True]
2025-12-07 13:36:28,908 INFO     Start one around verification.
2025-12-07 13:36:38,912 INFO     Random generate input: [True, False, False, False, True, False, True, True]
2025-12-07 13:36:38,912 INFO     Expected output: [True, True, False, True, False, False, False, False]
2025-12-07 13:36:40,973 INFO     Get PLC result: [True, True, False, True, False, False, False, False]
2025-12-07 13:36:40,973 INFO     Start one around verification.
2025-12-07 13:36:50,984 INFO     Random generate input: [False, True, False, False, False, False, True, True]
2025-12-07 13:36:50,985 INFO     Expected output: [False, False, False, True, True, True, False, False]
2025-12-07 13:36:53,033 INFO     Get PLC result: [False, False, False, True, True, True, False, False]
2025-12-07 13:36:53,033 INFO     Start one around verification.
2025-12-07 13:37:03,037 INFO     Random generate input: [False, False, False, True, True, False, True, True]
2025-12-07 13:37:03,037 INFO     Expected output: [False, True, False, True, False, True, True, False]
2025-12-07 13:37:05,084 INFO     Get PLC result: [False, True, False, True, False, True, True, False]
2025-12-07 13:37:05,084 INFO     Start one around verification.
2025-12-07 13:37:15,095 INFO     Random generate input: [True, True, True, False, False, False, False, True]
2025-12-07 13:37:15,095 INFO     Expected output: [True, False, False, False, True, False, False, False]
2025-12-07 13:37:17,152 INFO     Get PLC result: [True, False, False, False, True, False, False, False]
2025-12-07 13:37:17,153 INFO     Start one around verification.
2025-12-07 13:37:27,165 INFO     Random generate input: [True, False, True, False, False, False, True, True]
2025-12-07 13:37:27,165 INFO     Expected output: [True, True, False, True, True, False, False, False]
2025-12-07 13:37:29,215 INFO     Get PLC result: [True, True, False, True, True, False, False, False]
2025-12-07 13:37:29,216 INFO     Start one around verification.
2025-12-07 13:37:39,224 INFO     Random generate input: [True, True, False, True, False, False, False, False]
2025-12-07 13:37:39,224 INFO     Expected output: [False, False, False, False, True, False, True, False]
2025-12-07 13:37:41,281 INFO     Get PLC result: [False, False, False, False, True, False, True, False]
2025-12-07 13:37:41,281 INFO     Start one around verification.
2025-12-07 13:37:51,295 INFO     Random generate input: [False, True, True, True, True, True, False, False]
2025-12-07 13:37:51,295 INFO     Expected output: [False, False, True, True, False, False, True, True]
2025-12-07 13:37:53,337 INFO     Get PLC result: [False, False, True, True, False, False, True, True]
2025-12-07 13:37:53,337 INFO     Start one around verification.
2025-12-07 13:38:03,346 INFO     Random generate input: [True, True, False, True, True, True, True, False]
2025-12-07 13:38:03,346 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-07 13:38:05,406 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-07 13:38:05,406 INFO     Start one around verification.
2025-12-07 13:38:15,414 INFO     Random generate input: [False, True, True, False, True, False, True, False]
2025-12-07 13:38:15,414 INFO     Expected output: [False, False, False, True, False, True, True, False]
2025-12-07 13:38:17,459 INFO     Get PLC result: [False, False, False, True, False, True, True, False]
2025-12-07 13:38:17,459 INFO     Start one around verification.
2025-12-07 13:38:27,471 INFO     Random generate input: [False, True, True, True, False, True, True, False]
2025-12-07 13:38:27,471 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-07 13:38:29,525 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-07 13:38:29,525 INFO     Start one around verification.
2025-12-07 13:38:39,532 INFO     Random generate input: [True, True, True, True, True, False, True, True]
2025-12-07 13:38:39,532 INFO     Expected output: [True, False, True, True, False, False, True, False]
2025-12-07 13:38:41,571 INFO     Get PLC result: [True, False, True, True, False, False, True, False]
2025-12-07 13:38:41,572 INFO     Start one around verification.
2025-12-07 13:38:51,574 INFO     Random generate input: [True, True, False, False, True, True, False, True]
2025-12-07 13:38:51,575 INFO     Expected output: [True, False, False, False, False, False, False, True]
2025-12-07 13:38:53,622 INFO     Get PLC result: [True, False, False, False, False, False, False, True]
2025-12-07 13:38:53,623 INFO     Start one around verification.
2025-12-07 13:39:03,629 INFO     Random generate input: [False, False, True, True, True, False, True, True]
2025-12-07 13:39:03,629 INFO     Expected output: [False, True, True, True, False, True, True, False]
2025-12-07 13:39:05,686 INFO     Get PLC result: [False, True, True, True, False, True, True, False]
2025-12-07 13:39:05,687 INFO     Start one around verification.
2025-12-07 13:39:15,691 INFO     Random generate input: [False, True, True, True, False, False, False, True]
2025-12-07 13:39:15,692 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-07 13:39:17,756 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-07 13:39:17,757 INFO     Start one around verification.
2025-12-07 13:39:27,767 INFO     Random generate input: [False, False, False, True, True, True, False, False]
2025-12-07 13:39:27,768 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 13:39:29,843 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 13:39:29,843 INFO     Start one around verification.
2025-12-07 13:39:39,857 INFO     Random generate input: [True, True, True, True, True, False, True, False]
2025-12-07 13:39:39,857 INFO     Expected output: [False, False, True, True, False, False, True, False]
2025-12-07 13:39:41,924 INFO     Get PLC result: [False, False, True, True, False, False, True, False]
2025-12-07 13:39:41,924 INFO     Start one around verification.
2025-12-07 13:39:51,929 INFO     Random generate input: [True, False, True, False, False, True, True, False]
2025-12-07 13:39:51,930 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-07 13:39:53,978 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-07 13:39:53,979 INFO     Start one around verification.
2025-12-07 13:40:03,987 INFO     Random generate input: [False, True, False, True, True, False, True, True]
2025-12-07 13:40:03,988 INFO     Expected output: [False, False, False, True, False, True, True, False]
2025-12-07 13:40:06,046 INFO     Get PLC result: [False, False, False, True, False, True, True, False]
2025-12-07 13:40:06,046 INFO     Start one around verification.
2025-12-07 13:40:16,059 INFO     Random generate input: [False, False, True, False, True, True, False, True]
2025-12-07 13:40:16,059 INFO     Expected output: [False, True, False, True, False, False, False, True]
2025-12-07 13:40:18,111 INFO     Get PLC result: [False, True, False, True, False, False, False, True]
2025-12-07 13:40:18,111 INFO     Start one around verification.
2025-12-07 13:40:28,122 INFO     Random generate input: [False, False, False, False, True, False, False, False]
2025-12-07 13:40:28,122 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-07 13:40:30,175 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-07 13:40:30,175 INFO     Start one around verification.
2025-12-07 13:40:40,176 INFO     Random generate input: [False, True, True, False, True, True, True, False]
2025-12-07 13:40:40,177 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-07 13:40:42,228 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-07 13:40:42,228 INFO     Start one around verification.
2025-12-07 13:40:52,230 INFO     Random generate input: [True, False, True, False, False, False, True, False]
2025-12-07 13:40:52,230 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-07 13:40:54,290 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
