2025-12-08 10:47:20,259 INFO     PLC connection established
2025-12-08 10:47:20,260 INFO     PLC controller verification loop started
2025-12-08 10:47:20,260 INFO     Start one around verification.
2025-12-08 10:47:30,269 INFO     Random generated input: [0, 1, 1, 1, 0, 1, 1, 1]
2025-12-08 10:47:30,269 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-08 10:47:32,158 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-08 10:47:32,158 INFO     Start one around verification.
2025-12-08 10:47:42,163 INFO     Random generated input: [0, 0, 0, 1, 1, 0, 1, 0]
2025-12-08 10:47:42,165 INFO     Expected output: [False, True, False, True, False, True, True, False]
2025-12-08 10:47:44,049 INFO     Get PLC result: [False, True, False, True, False, True, True, False]
2025-12-08 10:47:44,049 INFO     Start one around verification.
2025-12-08 10:47:54,052 INFO     Random generated input: [0, 1, 0, 0, 1, 0, 0, 1]
2025-12-08 10:47:54,052 INFO     Expected output: [False, False, False, True, False, False, False, False]
2025-12-08 10:47:55,931 INFO     Get PLC result: [False, False, False, True, False, False, False, False]
2025-12-08 10:47:55,932 INFO     Start one around verification.
2025-12-08 10:48:05,940 INFO     Random generated input: [1, 1, 0, 1, 1, 0, 0, 1]
2025-12-08 10:48:05,941 INFO     Expected output: [True, False, False, False, False, False, True, False]
2025-12-08 10:48:07,826 INFO     Get PLC result: [True, False, False, False, False, False, True, False]
2025-12-08 10:48:07,827 INFO     Start one around verification.
2025-12-08 10:48:17,829 INFO     Random generated input: [0, 1, 1, 1, 1, 0, 1, 0]
2025-12-08 10:48:17,830 INFO     Expected output: [False, False, True, True, False, True, True, False]
2025-12-08 10:48:19,724 INFO     Get PLC result: [False, False, True, True, False, True, True, False]
2025-12-08 10:48:19,725 INFO     Start one around verification.
2025-12-08 10:48:29,738 INFO     Random generated input: [0, 1, 0, 0, 1, 1, 1, 0]
2025-12-08 10:48:29,738 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-08 10:48:31,632 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-08 10:48:31,634 INFO     Start one around verification.
2025-12-08 10:48:41,650 INFO     Random generated input: [1, 1, 0, 1, 0, 1, 1, 0]
2025-12-08 10:48:41,650 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-08 10:48:43,535 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-08 10:48:43,536 INFO     Start one around verification.
2025-12-08 10:48:53,543 INFO     Random generated input: [0, 0, 0, 0, 0, 0, 1, 0]
2025-12-08 10:48:53,544 INFO     Expected output: [False, True, False, True, True, True, True, False]
2025-12-08 10:48:55,442 INFO     Get PLC result: [False, True, False, True, True, True, True, False]
2025-12-08 10:48:55,443 INFO     Start one around verification.
2025-12-08 10:49:05,443 INFO     Random generated input: [0, 0, 1, 0, 0, 1, 0, 1]
2025-12-08 10:49:05,443 INFO     Expected output: [False, True, False, True, False, False, False, True]
2025-12-08 10:49:07,333 INFO     Get PLC result: [False, True, False, True, False, False, False, True]
2025-12-08 10:49:07,335 INFO     Start one around verification.
2025-12-08 10:49:17,337 INFO     Random generated input: [1, 0, 0, 0, 0, 0, 0, 1]
2025-12-08 10:49:17,338 INFO     Expected output: [True, True, False, False, True, False, False, False]
2025-12-08 10:49:19,231 INFO     Get PLC result: [True, True, False, False, True, False, False, False]
2025-12-08 10:49:19,231 INFO     Start one around verification.
2025-12-08 10:49:29,235 INFO     Random generated input: [1, 1, 1, 0, 0, 1, 1, 1]
2025-12-08 10:49:29,235 INFO     Expected output: [True, False, False, True, False, False, False, True]
2025-12-08 10:49:31,121 INFO     Get PLC result: [True, False, False, True, False, False, False, True]
2025-12-08 10:49:31,123 INFO     Start one around verification.
2025-12-08 10:49:41,124 INFO     Random generated input: [1, 1, 0, 0, 1, 0, 1, 1]
2025-12-08 10:49:41,125 INFO     Expected output: [True, False, False, True, False, False, False, False]
2025-12-08 10:49:43,014 INFO     Get PLC result: [True, False, False, True, False, False, False, False]
2025-12-08 10:49:43,014 INFO     Start one around verification.
2025-12-08 10:49:53,016 INFO     Random generated input: [1, 0, 0, 1, 0, 1, 0, 0]
2025-12-08 10:49:53,016 INFO     Expected output: [False, True, False, False, False, False, True, True]
2025-12-08 10:49:54,901 INFO     Get PLC result: [False, True, False, False, False, False, True, True]
2025-12-08 10:49:54,902 INFO     Start one around verification.
2025-12-08 10:50:04,907 INFO     Random generated input: [1, 0, 0, 0, 1, 0, 1, 0]
2025-12-08 10:50:04,907 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-08 10:50:06,786 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-08 10:50:06,787 INFO     Start one around verification.
2025-12-08 10:50:16,792 INFO     Random generated input: [1, 0, 0, 0, 1, 0, 0, 0]
2025-12-08 10:50:16,792 INFO     Expected output: [False, True, False, False, False, False, True, False]
2025-12-08 10:50:18,675 INFO     Get PLC result: [False, True, False, False, False, False, True, False]
2025-12-08 10:50:18,676 INFO     Start one around verification.
2025-12-08 10:50:28,677 INFO     Random generated input: [1, 1, 1, 0, 1, 1, 1, 1]
2025-12-08 10:50:28,677 INFO     Expected output: [True, False, False, True, False, False, False, True]
2025-12-08 10:50:30,557 INFO     Get PLC result: [True, False, False, True, False, False, False, True]
2025-12-08 10:50:30,557 INFO     Start one around verification.
2025-12-08 10:50:40,559 INFO     Random generated input: [1, 1, 1, 1, 1, 1, 0, 1]
2025-12-08 10:50:40,560 INFO     Expected output: [True, False, True, False, False, False, True, True]
2025-12-08 10:50:42,455 INFO     Get PLC result: [True, False, True, False, False, False, True, True]
2025-12-08 10:50:42,456 INFO     Start one around verification.
2025-12-08 10:50:52,465 INFO     Random generated input: [0, 0, 0, 0, 1, 0, 1, 0]
2025-12-08 10:50:52,465 INFO     Expected output: [False, True, False, True, False, True, True, False]
2025-12-08 10:50:54,359 INFO     Get PLC result: [False, True, False, True, False, True, True, False]
2025-12-08 10:50:54,360 INFO     Start one around verification.
2025-12-08 10:51:04,362 INFO     Random generated input: [1, 1, 1, 0, 1, 0, 0, 0]
2025-12-08 10:51:04,363 INFO     Expected output: [False, False, False, False, False, False, True, False]
2025-12-08 10:51:06,254 INFO     Get PLC result: [False, False, False, False, False, False, True, False]
2025-12-08 10:51:06,255 INFO     Start one around verification.
2025-12-08 10:51:16,262 INFO     Random generated input: [0, 1, 1, 1, 0, 0, 1, 0]
2025-12-08 10:51:16,263 INFO     Expected output: [False, False, False, True, True, True, True, False]
2025-12-08 10:51:18,152 INFO     Get PLC result: [False, False, False, True, True, True, True, False]
2025-12-08 10:51:18,154 INFO     Start one around verification.
2025-12-08 10:51:28,159 INFO     Random generated input: [1, 1, 0, 1, 1, 1, 1, 1]
2025-12-08 10:51:28,160 INFO     Expected output: [True, False, False, True, False, False, True, True]
2025-12-08 10:51:30,053 INFO     Get PLC result: [True, False, False, True, False, False, True, True]
2025-12-08 10:51:30,053 INFO     Start one around verification.
2025-12-08 10:51:40,058 INFO     Random generated input: [0, 0, 1, 1, 1, 0, 1, 1]
2025-12-08 10:51:40,058 INFO     Expected output: [False, True, True, True, False, True, True, False]
2025-12-08 10:51:41,944 INFO     Get PLC result: [False, True, True, True, False, True, True, False]
2025-12-08 10:51:41,945 INFO     Start one around verification.
2025-12-08 10:51:51,946 INFO     Random generated input: [0, 1, 1, 1, 1, 0, 1, 1]
2025-12-08 10:51:51,946 INFO     Expected output: [False, False, True, True, False, True, True, False]
2025-12-08 10:51:53,828 INFO     Get PLC result: [False, False, True, True, False, True, True, False]
2025-12-08 10:51:53,829 INFO     Start one around verification.
2025-12-08 10:52:03,833 INFO     Random generated input: [1, 0, 1, 1, 1, 0, 0, 0]
2025-12-08 10:52:03,833 INFO     Expected output: [False, True, True, False, False, False, True, False]
2025-12-08 10:52:05,719 INFO     Get PLC result: [False, True, True, False, False, False, True, False]
2025-12-08 10:52:05,720 INFO     Start one around verification.
2025-12-08 10:52:15,723 INFO     Random generated input: [1, 0, 1, 1, 0, 1, 1, 1]
2025-12-08 10:52:15,723 INFO     Expected output: [True, True, False, True, False, False, True, True]
2025-12-08 10:52:17,619 INFO     Get PLC result: [True, True, False, True, False, False, True, True]
2025-12-08 10:52:17,619 INFO     Start one around verification.
2025-12-08 10:52:27,635 INFO     Random generated input: [0, 1, 0, 1, 0, 0, 1, 0]
2025-12-08 10:52:27,635 INFO     Expected output: [False, False, False, True, True, True, True, False]
2025-12-08 10:52:29,525 INFO     Get PLC result: [True, False, False, True, True, True, True, False]
2025-12-08 10:52:29,526 INFO     Error:PLC output not match with expected
2025-12-08 10:52:31,915 INFO     Start one around verification.
2025-12-08 10:52:41,925 INFO     Random generated input: [1, 1, 0, 1, 1, 1, 0, 0]
2025-12-08 10:52:41,925 INFO     Expected output: [False, False, False, False, False, False, True, True]
2025-12-08 10:52:43,817 INFO     Get PLC result: [True, False, False, False, False, False, True, True]
2025-12-08 10:52:43,818 INFO     Error:PLC output not match with expected
2025-12-08 10:52:46,423 INFO     Start one around verification.
2025-12-08 10:52:56,432 INFO     Random generated input: [1, 0, 1, 1, 0, 0, 1, 1]
2025-12-08 10:52:56,433 INFO     Expected output: [True, True, False, True, True, False, True, False]
2025-12-08 10:52:58,322 INFO     Get PLC result: [True, True, False, True, True, False, True, False]
2025-12-08 10:52:58,323 INFO     Start one around verification.
2025-12-08 10:53:08,328 INFO     Random generated input: [0, 1, 0, 1, 0, 1, 0, 0]
2025-12-08 10:53:08,328 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-08 10:53:10,225 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-08 10:53:10,226 INFO     Start one around verification.
2025-12-08 10:53:20,240 INFO     Random generated input: [0, 1, 1, 1, 1, 0, 1, 0]
2025-12-08 10:53:20,241 INFO     Expected output: [False, False, True, True, False, True, True, False]
2025-12-08 10:53:22,125 INFO     Get PLC result: [False, False, True, True, False, True, True, False]
2025-12-08 10:53:22,126 INFO     Start one around verification.
2025-12-08 10:53:32,134 INFO     Random generated input: [0, 1, 1, 1, 1, 1, 0, 0]
2025-12-08 10:53:32,136 INFO     Expected output: [False, False, True, True, False, False, True, True]
2025-12-08 10:53:34,021 INFO     Get PLC result: [False, False, True, True, False, False, True, True]
2025-12-08 10:53:34,022 INFO     Start one around verification.
2025-12-08 10:53:44,033 INFO     Random generated input: [0, 0, 1, 1, 1, 1, 1, 1]
2025-12-08 10:53:44,033 INFO     Expected output: [False, True, True, True, False, True, True, True]
2025-12-08 10:53:45,928 INFO     Get PLC result: [False, True, True, True, False, True, True, True]
2025-12-08 10:53:45,928 INFO     Start one around verification.
2025-12-08 10:53:55,929 INFO     Random generated input: [1, 0, 0, 0, 0, 1, 1, 0]
2025-12-08 10:53:55,930 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 10:53:57,823 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 10:53:57,824 INFO     Start one around verification.
