2025-12-06 23:14:05,224 INFO     PLC connection established
2025-12-06 23:14:05,225 INFO     PLC controller verification loop started
2025-12-06 23:14:05,225 INFO     Start one around verification.
2025-12-06 23:14:15,226 INFO     Random generated input: [1, 0, 0, 1, 0, 0, 1, 0]
2025-12-06 23:14:15,226 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-06 23:14:17,118 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-06 23:14:17,118 INFO     Start one around verification.
2025-12-06 23:14:27,120 INFO     Random generated input: [1, 0, 0, 0, 1, 1, 1, 0]
2025-12-06 23:14:27,122 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-06 23:14:29,008 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-06 23:14:29,009 INFO     Start one around verification.
2025-12-06 23:14:39,012 INFO     Random generated input: [1, 0, 1, 0, 1, 1, 1, 0]
2025-12-06 23:14:39,012 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-06 23:14:40,891 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-06 23:14:40,892 INFO     Start one around verification.
2025-12-06 23:14:50,902 INFO     Random generated input: [0, 1, 0, 0, 0, 1, 0, 1]
2025-12-06 23:14:50,902 INFO     Expected output: [False, False, False, True, False, False, False, True]
2025-12-06 23:14:52,782 INFO     Get PLC result: [False, False, False, True, False, False, False, True]
2025-12-06 23:14:52,783 INFO     Start one around verification.
2025-12-06 23:15:02,795 INFO     Random generated input: [0, 0, 1, 1, 1, 0, 0, 1]
2025-12-06 23:15:02,796 INFO     Expected output: [False, True, True, True, False, False, True, False]
2025-12-06 23:15:04,671 INFO     Get PLC result: [False, True, True, True, False, False, True, False]
2025-12-06 23:15:04,672 INFO     Start one around verification.
2025-12-06 23:15:14,687 INFO     Random generated input: [0, 1, 1, 0, 1, 1, 1, 1]
2025-12-06 23:15:14,687 INFO     Expected output: [False, False, False, True, False, True, False, True]
2025-12-06 23:15:16,566 INFO     Get PLC result: [False, False, False, True, False, True, False, True]
2025-12-06 23:15:16,567 INFO     Start one around verification.
