2025-12-08 10:47:18,420 INFO     PLC controller S7Control01 Inited
2025-12-08 10:47:18,421 INFO     PLC controller verification loop started
2025-12-08 10:47:18,421 INFO     Start one around verification.
2025-12-08 10:47:28,421 INFO     Random generate input: [True, False, True, False, False, True, False, False]
2025-12-08 10:47:28,422 INFO     Expected output: [False, True, False, False, False, False, True, True]
2025-12-08 10:47:30,460 INFO     Get PLC result: [False, True, False, False, False, False, True, True]
2025-12-08 10:47:30,461 INFO     Start one around verification.
2025-12-08 10:47:40,464 INFO     Random generate input: [False, False, True, True, True, True, False, True]
2025-12-08 10:47:40,464 INFO     Expected output: [False, True, True, True, False, False, True, True]
2025-12-08 10:47:42,511 INFO     Get PLC result: [False, True, True, True, False, False, True, True]
2025-12-08 10:47:42,511 INFO     Start one around verification.
2025-12-08 10:47:52,525 INFO     Random generate input: [True, True, False, True, False, False, False, False]
2025-12-08 10:47:52,525 INFO     Expected output: [False, False, False, False, True, False, True, False]
2025-12-08 10:47:54,566 INFO     Get PLC result: [False, False, False, False, True, False, True, False]
2025-12-08 10:47:54,566 INFO     Start one around verification.
2025-12-08 10:48:04,575 INFO     Random generate input: [True, True, False, True, True, False, True, False]
2025-12-08 10:48:04,575 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 10:48:06,618 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 10:48:06,619 INFO     Start one around verification.
2025-12-08 10:48:16,624 INFO     Random generate input: [False, False, True, True, True, False, False, False]
2025-12-08 10:48:16,625 INFO     Expected output: [False, True, True, True, False, False, True, False]
2025-12-08 10:48:18,660 INFO     Get PLC result: [False, True, True, True, False, False, True, False]
2025-12-08 10:48:18,660 INFO     Start one around verification.
2025-12-08 10:48:28,668 INFO     Random generate input: [True, True, True, True, False, True, False, True]
2025-12-08 10:48:28,668 INFO     Expected output: [True, False, False, False, False, False, True, True]
2025-12-08 10:48:30,710 INFO     Get PLC result: [True, False, False, False, False, False, True, True]
2025-12-08 10:48:30,710 INFO     Start one around verification.
2025-12-08 10:48:40,721 INFO     Random generate input: [False, False, False, False, False, False, False, True]
2025-12-08 10:48:40,721 INFO     Expected output: [False, True, False, True, True, False, False, False]
2025-12-08 10:48:42,767 INFO     Get PLC result: [False, True, False, True, True, False, False, False]
2025-12-08 10:48:42,768 INFO     Start one around verification.
2025-12-08 10:48:52,778 INFO     Random generate input: [True, False, False, True, False, False, True, True]
2025-12-08 10:48:52,778 INFO     Expected output: [True, True, False, True, True, False, True, False]
2025-12-08 10:48:54,820 INFO     Get PLC result: [True, True, False, True, True, False, True, False]
2025-12-08 10:48:54,820 INFO     Start one around verification.
2025-12-08 10:49:04,826 INFO     Random generate input: [False, True, True, True, True, False, False, True]
2025-12-08 10:49:04,827 INFO     Expected output: [False, False, True, True, False, False, True, False]
2025-12-08 10:49:06,872 INFO     Get PLC result: [False, False, True, True, False, False, True, False]
2025-12-08 10:49:06,874 INFO     Start one around verification.
2025-12-08 10:49:16,880 INFO     Random generate input: [False, True, False, False, False, True, True, False]
2025-12-08 10:49:16,880 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-08 10:49:18,931 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-08 10:49:18,932 INFO     Start one around verification.
2025-12-08 10:49:28,940 INFO     Random generate input: [True, True, True, True, False, True, True, True]
2025-12-08 10:49:28,941 INFO     Expected output: [True, False, False, True, False, False, True, True]
2025-12-08 10:49:30,981 INFO     Get PLC result: [True, False, False, True, False, False, True, True]
2025-12-08 10:49:30,982 INFO     Start one around verification.
2025-12-08 10:49:40,997 INFO     Random generate input: [True, False, False, False, True, False, True, False]
2025-12-08 10:49:40,997 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-08 10:49:43,044 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-08 10:49:43,045 INFO     Start one around verification.
2025-12-08 10:49:53,046 INFO     Random generate input: [True, False, True, True, False, False, False, True]
2025-12-08 10:49:53,048 INFO     Expected output: [True, True, False, False, True, False, True, False]
2025-12-08 10:49:55,101 INFO     Get PLC result: [True, True, False, False, True, False, True, False]
2025-12-08 10:49:55,102 INFO     Start one around verification.
2025-12-08 10:50:05,110 INFO     Random generate input: [True, True, False, False, False, False, False, True]
2025-12-08 10:50:05,111 INFO     Expected output: [True, False, False, False, True, False, False, False]
2025-12-08 10:50:07,148 INFO     Get PLC result: [True, False, False, False, True, False, False, False]
2025-12-08 10:50:07,148 INFO     Start one around verification.
2025-12-08 10:50:17,150 INFO     Random generate input: [False, False, False, False, True, False, False, False]
2025-12-08 10:50:17,151 INFO     Expected output: [False, True, False, True, False, False, True, False]
2025-12-08 10:50:19,199 INFO     Get PLC result: [False, True, False, True, False, False, True, False]
2025-12-08 10:50:19,199 INFO     Start one around verification.
2025-12-08 10:50:29,209 INFO     Random generate input: [False, True, False, False, True, True, True, True]
2025-12-08 10:50:29,209 INFO     Expected output: [False, False, False, True, False, True, False, True]
2025-12-08 10:50:31,257 INFO     Get PLC result: [False, False, False, True, False, True, False, True]
2025-12-08 10:50:31,257 INFO     Start one around verification.
2025-12-08 10:50:41,269 INFO     Random generate input: [True, True, False, False, False, False, True, True]
2025-12-08 10:50:41,270 INFO     Expected output: [True, False, False, True, True, False, False, False]
2025-12-08 10:50:43,318 INFO     Get PLC result: [True, False, False, True, True, False, False, False]
2025-12-08 10:50:43,320 INFO     Start one around verification.
2025-12-08 10:50:53,332 INFO     Random generate input: [False, True, False, False, True, False, False, False]
2025-12-08 10:50:53,332 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 10:50:55,382 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 10:50:55,383 INFO     Start one around verification.
2025-12-08 10:51:05,384 INFO     Random generate input: [True, False, False, False, False, True, True, False]
2025-12-08 10:51:05,385 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 10:51:07,436 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 10:51:07,438 INFO     Start one around verification.
2025-12-08 10:51:17,443 INFO     Random generate input: [False, False, True, True, False, True, True, False]
2025-12-08 10:51:17,444 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-08 10:51:19,494 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-08 10:51:19,495 INFO     Start one around verification.
2025-12-08 10:51:29,501 INFO     Random generate input: [True, True, False, True, False, True, True, False]
2025-12-08 10:51:29,501 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-08 10:51:31,546 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-08 10:51:31,546 INFO     Start one around verification.
2025-12-08 10:51:41,550 INFO     Random generate input: [True, False, False, False, False, False, False, True]
2025-12-08 10:51:41,550 INFO     Expected output: [True, True, False, False, True, False, False, False]
2025-12-08 10:51:43,596 INFO     Get PLC result: [True, True, False, False, True, False, False, False]
2025-12-08 10:51:43,596 INFO     Start one around verification.
2025-12-08 10:51:53,609 INFO     Random generate input: [True, False, True, True, False, False, True, False]
2025-12-08 10:51:53,609 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-08 10:51:55,664 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-08 10:51:55,666 INFO     Start one around verification.
2025-12-08 10:52:05,674 INFO     Random generate input: [True, False, False, True, True, True, False, False]
2025-12-08 10:52:05,674 INFO     Expected output: [False, True, False, False, False, False, True, True]
2025-12-08 10:52:07,722 INFO     Get PLC result: [False, True, False, False, False, False, True, True]
2025-12-08 10:52:07,722 INFO     Start one around verification.
2025-12-08 10:52:17,728 INFO     Random generate input: [False, False, False, False, True, True, True, False]
2025-12-08 10:52:17,728 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-08 10:52:19,767 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-08 10:52:19,767 INFO     Start one around verification.
2025-12-08 10:52:29,777 INFO     Random generate input: [True, True, False, True, True, True, False, False]
2025-12-08 10:52:29,777 INFO     Expected output: [False, False, False, False, False, False, True, True]
2025-12-08 10:52:31,825 INFO     Get PLC result: [False, False, False, False, False, False, True, True]
2025-12-08 10:52:31,826 INFO     Start one around verification.
2025-12-08 10:52:41,830 INFO     Random generate input: [True, False, False, False, False, False, False, False]
2025-12-08 10:52:41,830 INFO     Expected output: [False, True, False, False, True, False, True, False]
2025-12-08 10:52:43,880 INFO     Get PLC result: [False, True, False, False, True, False, True, False]
2025-12-08 10:52:43,880 INFO     Start one around verification.
2025-12-08 10:52:53,891 INFO     Random generate input: [False, True, False, False, False, False, True, True]
2025-12-08 10:52:53,891 INFO     Expected output: [False, False, False, True, True, True, False, False]
2025-12-08 10:52:55,943 INFO     Get PLC result: [False, False, False, True, True, True, False, False]
2025-12-08 10:52:55,944 INFO     Start one around verification.
2025-12-08 10:53:05,944 INFO     Random generate input: [True, False, False, False, False, True, False, True]
2025-12-08 10:53:05,944 INFO     Expected output: [True, True, False, False, False, False, False, True]
2025-12-08 10:53:07,998 INFO     Get PLC result: [True, True, False, False, False, False, False, True]
2025-12-08 10:53:07,998 INFO     Start one around verification.
2025-12-08 10:53:18,009 INFO     Random generate input: [False, True, True, True, False, True, True, False]
2025-12-08 10:53:18,009 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-08 10:53:20,052 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-08 10:53:20,052 INFO     Start one around verification.
2025-12-08 10:53:30,054 INFO     Random generate input: [True, True, False, True, True, False, False, True]
2025-12-08 10:53:30,055 INFO     Expected output: [True, False, False, False, False, False, True, False]
2025-12-08 10:53:32,103 INFO     Get PLC result: [True, False, False, False, False, False, True, False]
2025-12-08 10:53:32,104 INFO     Start one around verification.
2025-12-08 10:53:42,114 INFO     Random generate input: [False, False, True, True, True, True, False, True]
2025-12-08 10:53:42,115 INFO     Expected output: [False, True, True, True, False, False, True, True]
2025-12-08 10:53:44,159 INFO     Get PLC result: [False, True, True, True, False, False, True, True]
2025-12-08 10:53:44,159 INFO     Start one around verification.
2025-12-08 10:53:54,164 INFO     Random generate input: [True, False, True, True, False, False, False, False]
2025-12-08 10:53:54,165 INFO     Expected output: [False, True, False, False, True, False, True, False]
2025-12-08 10:53:56,212 INFO     Get PLC result: [False, True, False, False, True, False, True, False]
2025-12-08 10:53:56,214 INFO     Start one around verification.
2025-12-08 10:54:06,220 INFO     Random generate input: [True, True, True, True, False, True, False, True]
2025-12-08 10:54:06,221 INFO     Expected output: [True, False, False, False, False, False, True, True]
2025-12-08 10:54:08,268 INFO     Get PLC result: [True, False, False, False, False, False, True, True]
2025-12-08 10:54:08,269 INFO     Start one around verification.
2025-12-08 10:54:18,276 INFO     Random generate input: [False, False, False, True, True, False, True, False]
2025-12-08 10:54:18,277 INFO     Expected output: [False, True, False, True, False, True, True, False]
2025-12-08 10:54:20,333 INFO     Get PLC result: [False, True, False, True, False, True, True, False]
2025-12-08 10:54:20,334 INFO     Start one around verification.
2025-12-08 10:54:30,339 INFO     Random generate input: [False, True, True, False, True, False, True, True]
2025-12-08 10:54:30,340 INFO     Expected output: [False, False, False, True, False, True, False, False]
2025-12-08 10:54:32,391 INFO     Get PLC result: [False, False, False, True, False, True, False, False]
2025-12-08 10:54:32,392 INFO     Start one around verification.
2025-12-08 10:54:42,406 INFO     Random generate input: [True, True, True, True, False, False, True, True]
2025-12-08 10:54:42,407 INFO     Expected output: [True, False, False, True, True, False, True, False]
2025-12-08 10:54:44,450 INFO     Get PLC result: [True, False, False, True, True, False, True, False]
2025-12-08 10:54:44,450 INFO     Start one around verification.
2025-12-08 10:54:54,452 INFO     Random generate input: [True, True, True, False, False, True, False, True]
2025-12-08 10:54:54,452 INFO     Expected output: [True, False, False, False, False, False, False, True]
2025-12-08 10:54:56,507 INFO     Get PLC result: [True, False, False, False, False, False, False, True]
2025-12-08 10:54:56,507 INFO     Start one around verification.
2025-12-08 10:55:06,509 INFO     Random generate input: [True, False, False, False, False, True, True, False]
2025-12-08 10:55:06,509 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 10:55:08,555 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 10:55:08,555 INFO     Start one around verification.
2025-12-08 10:55:18,567 INFO     Random generate input: [False, True, True, False, False, False, False, False]
2025-12-08 10:55:18,567 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-08 10:55:20,615 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-08 10:55:20,616 INFO     Start one around verification.
2025-12-08 10:55:30,622 INFO     Random generate input: [False, True, False, True, False, False, True, False]
2025-12-08 10:55:30,622 INFO     Expected output: [False, False, False, True, True, True, True, False]
2025-12-08 10:55:32,653 INFO     Get PLC result: [False, False, False, True, True, True, True, False]
2025-12-08 10:55:32,653 INFO     Start one around verification.
2025-12-08 10:55:42,661 INFO     Random generate input: [False, True, False, True, False, False, False, True]
2025-12-08 10:55:42,661 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-08 10:55:44,707 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-08 10:55:44,708 INFO     Start one around verification.
2025-12-08 10:55:54,722 INFO     Random generate input: [False, True, False, False, True, False, False, True]
2025-12-08 10:55:54,722 INFO     Expected output: [False, False, False, True, False, False, False, False]
2025-12-08 10:55:56,762 INFO     Get PLC result: [False, False, False, True, False, False, False, False]
2025-12-08 10:55:56,764 INFO     Start one around verification.
2025-12-08 10:56:06,770 INFO     Random generate input: [True, True, True, False, False, True, False, True]
2025-12-08 10:56:06,770 INFO     Expected output: [True, False, False, False, False, False, False, True]
2025-12-08 10:56:08,817 INFO     Get PLC result: [True, False, False, False, False, False, False, True]
2025-12-08 10:56:08,818 INFO     Start one around verification.
2025-12-08 10:56:18,825 INFO     Random generate input: [True, False, False, True, False, False, False, False]
2025-12-08 10:56:18,825 INFO     Expected output: [False, True, False, False, True, False, True, False]
2025-12-08 10:56:20,876 INFO     Get PLC result: [False, True, False, False, True, False, True, False]
2025-12-08 10:56:20,878 INFO     Start one around verification.
2025-12-08 10:56:30,891 INFO     Random generate input: [True, False, False, False, True, True, True, False]
2025-12-08 10:56:30,891 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 10:56:32,947 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 10:56:32,948 INFO     Start one around verification.
2025-12-08 10:56:42,961 INFO     Random generate input: [False, True, True, False, True, True, True, False]
2025-12-08 10:56:42,961 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-08 10:56:45,010 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-08 10:56:45,010 INFO     Start one around verification.
2025-12-08 10:56:55,016 INFO     Random generate input: [True, False, True, True, False, False, True, False]
2025-12-08 10:56:55,017 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-08 10:56:57,064 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-08 10:56:57,065 INFO     Start one around verification.
2025-12-08 10:57:07,067 INFO     Random generate input: [False, False, False, True, False, False, True, True]
2025-12-08 10:57:07,068 INFO     Expected output: [False, True, False, True, True, True, True, False]
2025-12-08 10:57:09,122 INFO     Get PLC result: [False, True, False, True, True, True, True, False]
2025-12-08 10:57:09,123 INFO     Start one around verification.
2025-12-08 10:57:19,123 INFO     Random generate input: [True, True, True, True, True, False, True, False]
2025-12-08 10:57:19,124 INFO     Expected output: [False, False, True, True, False, False, True, False]
2025-12-08 10:57:21,174 INFO     Get PLC result: [False, False, True, True, False, False, True, False]
2025-12-08 10:57:21,175 INFO     Start one around verification.
2025-12-08 10:57:31,179 INFO     Random generate input: [True, False, True, True, False, False, False, False]
2025-12-08 10:57:31,181 INFO     Expected output: [False, True, False, False, True, False, True, False]
2025-12-08 10:57:33,226 INFO     Get PLC result: [False, True, False, False, True, False, True, False]
2025-12-08 10:57:33,228 INFO     Start one around verification.
2025-12-08 10:57:43,230 INFO     Random generate input: [True, True, False, True, True, False, True, True]
2025-12-08 10:57:43,230 INFO     Expected output: [True, False, False, True, False, False, True, False]
2025-12-08 10:57:45,278 INFO     Get PLC result: [True, False, False, True, False, False, True, False]
2025-12-08 10:57:45,280 INFO     Start one around verification.
2025-12-08 10:57:55,289 INFO     Random generate input: [True, False, True, False, False, False, True, False]
2025-12-08 10:57:55,290 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-08 10:57:57,341 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-08 10:57:57,342 INFO     Start one around verification.
2025-12-08 10:58:07,348 INFO     Random generate input: [True, False, True, True, True, True, False, False]
2025-12-08 10:58:07,349 INFO     Expected output: [False, True, True, False, False, False, True, True]
2025-12-08 10:58:09,394 INFO     Get PLC result: [False, True, True, False, False, False, True, True]
2025-12-08 10:58:09,394 INFO     Start one around verification.
2025-12-08 10:58:19,403 INFO     Random generate input: [True, True, True, True, False, False, True, False]
2025-12-08 10:58:19,403 INFO     Expected output: [False, False, False, True, True, False, True, False]
2025-12-08 10:58:21,455 INFO     Get PLC result: [False, False, False, True, True, False, True, False]
2025-12-08 10:58:21,456 INFO     Start one around verification.
2025-12-08 10:58:31,465 INFO     Random generate input: [False, True, False, False, True, False, True, False]
2025-12-08 10:58:31,465 INFO     Expected output: [False, False, False, True, False, True, True, False]
2025-12-08 10:58:33,515 INFO     Get PLC result: [False, False, False, True, False, True, True, False]
2025-12-08 10:58:33,516 INFO     Start one around verification.
2025-12-08 10:58:43,518 INFO     Random generate input: [True, True, True, True, False, True, True, True]
2025-12-08 10:58:43,519 INFO     Expected output: [True, False, False, True, False, False, True, True]
2025-12-08 10:58:45,566 INFO     Get PLC result: [True, False, False, True, False, False, True, True]
2025-12-08 10:58:45,567 INFO     Start one around verification.
2025-12-08 10:58:55,567 INFO     Random generate input: [False, True, False, False, True, False, False, False]
2025-12-08 10:58:55,568 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 10:58:57,614 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 10:58:57,614 INFO     Start one around verification.
2025-12-08 10:59:07,621 INFO     Random generate input: [False, True, False, True, True, False, False, True]
2025-12-08 10:59:07,621 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 10:59:09,673 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 10:59:09,673 INFO     Start one around verification.
2025-12-08 10:59:19,676 INFO     Random generate input: [False, False, True, False, False, True, True, False]
2025-12-08 10:59:19,676 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-08 10:59:21,726 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-08 10:59:21,726 INFO     Start one around verification.
2025-12-08 10:59:31,729 INFO     Random generate input: [False, True, True, True, True, True, True, True]
2025-12-08 10:59:31,729 INFO     Expected output: [False, False, True, True, False, True, True, True]
2025-12-08 10:59:33,782 INFO     Get PLC result: [False, False, True, True, False, True, True, True]
2025-12-08 10:59:33,782 INFO     Start one around verification.
2025-12-08 10:59:43,787 INFO     Random generate input: [True, True, False, False, True, True, True, True]
2025-12-08 10:59:43,787 INFO     Expected output: [True, False, False, True, False, False, False, True]
2025-12-08 10:59:45,834 INFO     Get PLC result: [True, False, False, True, False, False, False, True]
2025-12-08 10:59:45,834 INFO     Start one around verification.
2025-12-08 10:59:55,850 INFO     Random generate input: [True, False, True, True, True, True, True, True]
2025-12-08 10:59:55,850 INFO     Expected output: [True, True, True, True, False, False, True, True]
2025-12-08 10:59:57,902 INFO     Get PLC result: [True, True, True, True, False, False, True, True]
2025-12-08 10:59:57,902 INFO     Start one around verification.
2025-12-08 11:00:07,917 INFO     Random generate input: [False, False, False, False, False, False, True, False]
2025-12-08 11:00:07,918 INFO     Expected output: [False, True, False, True, True, True, True, False]
2025-12-08 11:00:09,967 INFO     Get PLC result: [False, True, False, True, True, True, True, False]
2025-12-08 11:00:09,967 INFO     Start one around verification.
2025-12-08 11:00:19,970 INFO     Random generate input: [False, False, True, False, True, False, True, True]
2025-12-08 11:00:19,970 INFO     Expected output: [False, True, False, True, False, True, False, False]
2025-12-08 11:00:22,023 INFO     Get PLC result: [False, True, False, True, False, True, False, False]
2025-12-08 11:00:22,023 INFO     Start one around verification.
2025-12-08 11:00:32,037 INFO     Random generate input: [True, False, True, True, True, True, False, True]
2025-12-08 11:00:32,038 INFO     Expected output: [True, True, True, False, False, False, True, True]
2025-12-08 11:00:34,089 INFO     Get PLC result: [True, True, True, False, False, False, True, True]
2025-12-08 11:00:34,090 INFO     Start one around verification.
2025-12-08 11:00:44,099 INFO     Random generate input: [False, False, False, True, True, True, True, False]
2025-12-08 11:00:44,100 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-08 11:00:46,150 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-08 11:00:46,151 INFO     Start one around verification.
2025-12-08 11:00:56,159 INFO     Random generate input: [False, True, False, True, True, False, False, True]
2025-12-08 11:00:56,160 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 11:00:58,210 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 11:00:58,212 INFO     Start one around verification.
2025-12-08 11:01:08,224 INFO     Random generate input: [False, False, False, False, True, True, False, False]
