2025-12-08 10:47:18,420 INFO     PLC controller S7Control01 Inited
2025-12-08 11:01:08,225 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 11:01:10,270 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 11:01:10,271 INFO     Start one around verification.
2025-12-08 11:01:20,275 INFO     Random generate input: [True, False, True, True, True, False, False, True]
2025-12-08 11:01:20,275 INFO     Expected output: [True, True, True, False, False, False, True, False]
2025-12-08 11:01:22,328 INFO     Get PLC result: [True, True, True, False, False, False, True, False]
2025-12-08 11:01:22,330 INFO     Start one around verification.
2025-12-08 11:01:32,340 INFO     Random generate input: [True, False, False, True, False, False, True, True]
2025-12-08 11:01:32,340 INFO     Expected output: [True, True, False, True, True, False, True, False]
2025-12-08 11:01:34,382 INFO     Get PLC result: [True, True, False, True, True, False, True, False]
2025-12-08 11:01:34,383 INFO     Start one around verification.
2025-12-08 11:01:44,398 INFO     Random generate input: [False, True, False, True, True, False, False, False]
2025-12-08 11:01:44,398 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 11:01:46,449 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 11:01:46,450 INFO     Start one around verification.
2025-12-08 11:01:56,458 INFO     Random generate input: [False, False, True, True, False, True, False, False]
2025-12-08 11:01:56,459 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 11:01:58,509 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 11:01:58,510 INFO     Start one around verification.
2025-12-08 11:02:08,520 INFO     Random generate input: [True, False, True, False, False, False, False, True]
2025-12-08 11:02:08,520 INFO     Expected output: [True, True, False, False, True, False, False, False]
2025-12-08 11:02:10,563 INFO     Get PLC result: [True, True, False, False, True, False, False, False]
2025-12-08 11:02:10,563 INFO     Start one around verification.
2025-12-08 11:02:20,575 INFO     Random generate input: [False, False, True, False, True, True, False, False]
2025-12-08 11:02:20,575 INFO     Expected output: [False, True, False, True, False, False, True, True]
2025-12-08 11:02:22,614 INFO     Get PLC result: [False, True, False, True, False, False, True, True]
2025-12-08 11:02:22,614 INFO     Start one around verification.
2025-12-08 11:02:32,627 INFO     Random generate input: [False, True, False, True, True, False, True, True]
2025-12-08 11:02:32,628 INFO     Expected output: [False, False, False, True, False, True, True, False]
2025-12-08 11:02:34,677 INFO     Get PLC result: [False, False, False, True, False, True, True, False]
2025-12-08 11:02:34,677 INFO     Start one around verification.
2025-12-08 11:02:44,684 INFO     Random generate input: [True, True, False, True, True, False, True, False]
2025-12-08 11:02:44,684 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 11:02:46,735 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 11:02:46,736 INFO     Start one around verification.
2025-12-08 11:02:56,740 INFO     Random generate input: [True, False, True, True, False, True, True, True]
2025-12-08 11:02:56,740 INFO     Expected output: [True, True, False, True, False, False, True, True]
2025-12-08 11:02:58,788 INFO     Get PLC result: [True, True, False, True, False, False, True, True]
2025-12-08 11:02:58,788 INFO     Start one around verification.
2025-12-08 11:03:08,803 INFO     Random generate input: [True, True, True, False, False, True, True, False]
2025-12-08 11:03:08,803 INFO     Expected output: [False, False, False, True, False, False, True, True]
2025-12-08 11:03:10,849 INFO     Get PLC result: [False, False, False, True, False, False, True, True]
2025-12-08 11:03:10,850 INFO     Start one around verification.
2025-12-08 11:03:20,852 INFO     Random generate input: [True, False, True, False, True, False, True, True]
2025-12-08 11:03:20,852 INFO     Expected output: [True, True, False, True, False, False, False, False]
2025-12-08 11:03:22,903 INFO     Get PLC result: [True, True, False, True, False, False, False, False]
2025-12-08 11:03:22,903 INFO     Start one around verification.
2025-12-08 11:03:32,909 INFO     Random generate input: [False, True, True, False, False, True, True, False]
2025-12-08 11:03:32,910 INFO     Expected output: [False, False, False, True, False, True, True, True]
2025-12-08 11:03:34,961 INFO     Get PLC result: [False, False, False, True, False, True, True, True]
2025-12-08 11:03:34,962 INFO     Start one around verification.
2025-12-08 11:03:44,964 INFO     Random generate input: [False, True, False, False, True, True, True, True]
2025-12-08 11:03:44,965 INFO     Expected output: [False, False, False, True, False, True, False, True]
2025-12-08 11:03:47,022 INFO     Get PLC result: [False, False, False, True, False, True, False, True]
2025-12-08 11:03:47,022 INFO     Start one around verification.
2025-12-08 11:03:57,026 INFO     Random generate input: [False, True, True, False, True, False, False, False]
2025-12-08 11:03:57,027 INFO     Expected output: [False, False, False, True, False, False, True, False]
2025-12-08 11:03:59,080 INFO     Get PLC result: [False, False, False, True, False, False, True, False]
2025-12-08 11:03:59,081 INFO     Start one around verification.
2025-12-08 11:04:09,084 INFO     Random generate input: [False, False, False, True, True, True, True, False]
2025-12-08 11:04:09,085 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-08 11:04:11,114 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-08 11:04:11,116 INFO     Start one around verification.
2025-12-08 11:04:21,117 INFO     Random generate input: [False, False, False, False, False, False, False, False]
2025-12-08 11:04:21,118 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-08 11:04:23,167 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-08 11:04:23,169 INFO     Start one around verification.
2025-12-08 11:04:33,170 INFO     Random generate input: [True, False, True, False, False, False, True, True]
2025-12-08 11:04:33,171 INFO     Expected output: [True, True, False, True, True, False, False, False]
2025-12-08 11:04:35,219 INFO     Get PLC result: [True, True, False, True, True, False, False, False]
2025-12-08 11:04:35,220 INFO     Start one around verification.
2025-12-08 11:04:45,227 INFO     Random generate input: [True, False, True, True, False, False, True, False]
2025-12-08 11:04:45,227 INFO     Expected output: [False, True, False, True, True, False, True, False]
2025-12-08 11:04:47,276 INFO     Get PLC result: [False, True, False, True, True, False, True, False]
2025-12-08 11:04:47,277 INFO     Start one around verification.
2025-12-08 11:04:57,292 INFO     Random generate input: [False, False, True, True, False, True, True, False]
2025-12-08 11:04:57,292 INFO     Expected output: [False, True, False, True, False, True, True, True]
2025-12-08 11:04:59,347 INFO     Get PLC result: [False, True, False, True, False, True, True, True]
2025-12-08 11:04:59,347 INFO     Start one around verification.
2025-12-08 11:05:09,360 INFO     Random generate input: [False, True, True, True, True, True, False, False]
2025-12-08 11:05:09,361 INFO     Expected output: [False, False, True, True, False, False, True, True]
2025-12-08 11:05:11,416 INFO     Get PLC result: [False, False, True, True, False, False, True, True]
